timestamp,open,high,low,close,volume
2024-12-01 20:30:00,234.65,235.34,234.2,235.22,13742.353
2024-12-01 20:35:00,235.23,235.58,235.01,235.07,8466.299
2024-12-01 20:40:00,235.07,235.28,234.91,235.21,6643.802
2024-12-01 20:45:00,235.2,235.41,235.01,235.26,4898.877
2024-12-01 20:50:00,235.27,235.93,235.13,235.89,7575.702
2024-12-01 20:55:00,235.88,235.9,235.61,235.7,6109.58
2024-12-01 21:00:00,235.71,235.71,235.14,235.55,7342.136
2024-12-01 21:05:00,235.56,236.06,235.5,235.93,6405.203
2024-12-01 21:10:00,235.93,236.6,235.9,236.14,12932.034
2024-12-01 21:15:00,236.13,236.57,235.95,236.52,7033.902
2024-12-01 21:20:00,236.52,236.56,236.16,236.31,13556.461
2024-12-01 21:25:00,236.32,236.81,235.99,236.7,17254.874
2024-12-01 21:30:00,236.7,236.76,236.25,236.55,8380.665
2024-12-01 21:35:00,236.55,236.81,236.34,236.77,7899.494
2024-12-01 21:40:00,236.77,236.86,236.65,236.8,5934.186
2024-12-01 21:45:00,236.8,237.28,236.77,237.27,8552.328
2024-12-01 21:50:00,237.28,237.47,237.08,237.47,8211.769
2024-12-01 21:55:00,237.46,237.63,237.15,237.24,9203.475
2024-12-01 22:00:00,237.25,237.5,236.82,237.5,12440.994
2024-12-01 22:05:00,237.49,237.58,237.18,237.57,7150.752
2024-12-01 22:10:00,237.56,237.57,236.64,236.84,7355.335
2024-12-01 22:15:00,236.85,237.24,236.42,237.17,12098.701
2024-12-01 22:20:00,237.17,237.97,237.16,237.93,9593.586
2024-12-01 22:25:00,237.93,237.93,237.71,237.72,5564.448
2024-12-01 22:30:00,237.72,238.49,237.5,238.14,16159.752
2024-12-01 22:35:00,238.14,238.44,237.97,238.22,5823.3
2024-12-01 22:40:00,238.21,238.31,238.01,238.22,7367.772
2024-12-01 22:45:00,238.23,238.77,238.21,238.77,7738.796
2024-12-01 22:50:00,238.77,238.77,238.19,238.29,4837.706
2024-12-01 22:55:00,238.28,238.38,238.19,238.28,7481.308
2024-12-01 23:00:00,238.27,238.63,237.92,238.56,14217.893
2024-12-01 23:05:00,238.57,238.93,238.55,238.92,8057.97
2024-12-01 23:10:00,238.92,239.08,238.46,238.73,11724.56
2024-12-01 23:15:00,238.73,238.95,237.8,238.09,18900.81
2024-12-01 23:20:00,238.06,238.55,238.0,238.42,9677.601
2024-12-01 23:25:00,238.41,238.59,238.16,238.49,6597.601
2024-12-01 23:30:00,238.48,238.66,237.93,238.09,10586.307
2024-12-01 23:35:00,238.09,238.77,237.92,238.18,11744.001
2024-12-01 23:40:00,238.19,238.51,237.86,237.9,6883.478
2024-12-01 23:45:00,237.89,237.9,237.39,237.41,10830.173
2024-12-01 23:50:00,237.41,237.57,237.04,237.18,6763.389
2024-12-01 23:55:00,237.18,237.26,236.5,236.8,11403.095
2024-12-02 00:00:00,236.79,237.06,236.43,236.64,11971.778
2024-12-02 00:05:00,236.64,236.64,235.5,235.5,16471.78
2024-12-02 00:10:00,235.5,236.29,235.33,235.67,18648.023
2024-12-02 00:15:00,235.67,235.68,235.0,235.08,26363.756
2024-12-02 00:20:00,235.07,236.25,235.05,236.22,11541.438
2024-12-02 00:25:00,236.22,236.32,235.45,235.94,9217.666
2024-12-02 00:30:00,235.95,236.45,235.87,236.2,14312.219
2024-12-02 00:35:00,236.2,236.46,236.01,236.23,8744.986
2024-12-02 00:40:00,236.23,236.43,235.57,235.91,9878.991
2024-12-02 00:45:00,235.9,236.0,234.72,234.73,13793.564
2024-12-02 00:50:00,234.72,235.18,234.5,234.67,14789.646
2024-12-02 00:55:00,234.66,235.53,234.55,235.0,14766.698
2024-12-02 01:00:00,235.0,235.6,234.56,235.47,13669.019
2024-12-02 01:05:00,235.47,235.91,235.31,235.55,9718.266
2024-12-02 01:10:00,235.55,235.65,234.87,234.9,10105.241
2024-12-02 01:15:00,234.89,235.58,234.69,235.1,13192.141
2024-12-02 01:20:00,235.1,236.46,234.9,236.35,14327.135
2024-12-02 01:25:00,236.36,237.41,236.31,237.13,26403.34
2024-12-02 01:30:00,237.14,237.47,236.42,236.5,41351.825
2024-12-02 01:35:00,236.48,237.6,236.07,237.59,25655.277
2024-12-02 01:40:00,237.59,237.92,235.4,235.58,46848.556
2024-12-02 01:45:00,235.57,236.13,235.19,235.97,16606.292
2024-12-02 01:50:00,235.97,236.34,235.5,236.15,12490.465
2024-12-02 01:55:00,236.16,237.85,236.15,237.75,19560.363
2024-12-02 02:00:00,237.74,238.2,237.3,237.31,17612.608
2024-12-02 02:05:00,237.3,237.36,236.3,236.35,27305.65
2024-12-02 02:10:00,236.35,236.43,235.8,236.08,17277.424
2024-12-02 02:15:00,236.07,236.26,234.49,234.6,40673.224
2024-12-02 02:20:00,234.61,235.15,234.3,234.91,13422.996
2024-12-02 02:25:00,234.9,235.15,234.79,234.89,9638.953
2024-12-02 02:30:00,234.9,234.9,234.21,234.39,17969.064
2024-12-02 02:35:00,234.38,235.01,234.38,234.63,8222.831
2024-12-02 02:40:00,234.63,235.15,234.46,234.97,12946.485
2024-12-02 02:45:00,234.96,235.32,234.39,235.13,9075.837
2024-12-02 02:50:00,235.13,235.21,234.35,234.42,11323.954
2024-12-02 02:55:00,234.41,234.41,233.37,234.04,41500.333
2024-12-02 03:00:00,234.04,234.64,233.6,233.79,30791.449
2024-12-02 03:05:00,233.78,234.21,233.66,233.77,16318.449
2024-12-02 03:10:00,233.77,234.14,233.65,233.97,12904.072
2024-12-02 03:15:00,233.96,233.98,233.03,233.17,24699.935
2024-12-02 03:20:00,233.17,233.47,232.62,233.24,28488.522
2024-12-02 03:25:00,233.25,233.47,232.76,232.86,14108.445
2024-12-02 03:30:00,232.86,232.88,231.5,231.71,52507.445
2024-12-02 03:35:00,231.71,232.03,231.4,231.41,21837.039
2024-12-02 03:40:00,231.4,231.57,230.47,230.67,54542.057
2024-12-02 03:45:00,230.68,231.41,230.61,230.75,33094.574
2024-12-02 03:50:00,230.75,230.76,230.09,230.27,26426.851
2024-12-02 03:55:00,230.27,230.87,228.0,228.47,92241.588
2024-12-02 04:00:00,228.46,230.21,228.34,229.58,46589.24
2024-12-02 04:05:00,229.58,229.99,226.92,228.25,76604.426
2024-12-02 04:10:00,228.25,228.66,227.12,227.31,65397.666
2024-12-02 04:15:00,227.31,228.24,226.38,227.25,49760.766
2024-12-02 04:20:00,227.26,227.66,226.3,227.49,39870.355
2024-12-02 04:25:00,227.5,228.55,227.46,228.37,30857.897
2024-12-02 04:30:00,228.37,228.8,227.94,228.6,35000.413
2024-12-02 04:35:00,228.6,229.12,228.33,228.95,27695.106
2024-12-02 04:40:00,228.95,229.14,228.51,228.82,20555.843
2024-12-02 04:45:00,228.83,228.98,228.26,228.48,21043.047
2024-12-02 04:50:00,228.49,228.89,228.35,228.7,14206.243
2024-12-02 04:55:00,228.71,229.54,228.62,229.37,21546.348
2024-12-02 05:00:00,229.38,229.5,228.89,228.96,14304.399
2024-12-02 05:05:00,228.97,229.94,228.86,229.83,20023.511
2024-12-02 05:10:00,229.83,230.2,229.75,229.84,17024.189
2024-12-02 05:15:00,229.84,230.25,229.68,230.22,17126.07
2024-12-02 05:20:00,230.22,230.3,229.72,229.87,12498.383
2024-12-02 05:25:00,229.87,229.96,229.35,229.55,22582.387
2024-12-02 05:30:00,229.54,229.55,228.46,228.74,19639.289
2024-12-02 05:35:00,228.74,228.98,228.23,228.81,17617.139
2024-12-02 05:40:00,228.82,228.95,228.08,228.57,32189.95
2024-12-02 05:45:00,228.57,228.65,228.07,228.2,13244.891
2024-12-02 05:50:00,228.21,228.44,227.94,228.44,13988.206
2024-12-02 05:55:00,228.45,228.71,228.38,228.5,7453.874
2024-12-02 06:00:00,228.5,228.51,227.81,227.98,11824.331
2024-12-02 06:05:00,227.97,228.12,227.42,227.5,18280.232
2024-12-02 06:10:00,227.5,227.86,227.09,227.29,13480.64
2024-12-02 06:15:00,227.28,227.91,227.18,227.4,16488.727
2024-12-02 06:20:00,227.4,227.69,226.14,226.19,24933.09
2024-12-02 06:25:00,226.18,227.14,225.93,227.06,22164.735
2024-12-02 06:30:00,227.05,227.94,227.0,227.41,16417.093
2024-12-02 06:35:00,227.42,227.9,227.0,227.82,10889.739
2024-12-02 06:40:00,227.81,228.15,227.77,227.91,15833.598
2024-12-02 06:45:00,227.91,228.45,227.7,228.39,16799.185
2024-12-02 06:50:00,228.4,228.63,228.29,228.37,10272.556
2024-12-02 06:55:00,228.37,228.7,228.19,228.36,10538.331
2024-12-02 07:00:00,228.37,229.06,228.37,228.78,12440.314
2024-12-02 07:05:00,228.78,229.1,228.63,229.07,7713.811
2024-12-02 07:10:00,229.06,229.1,228.03,228.24,14784.861
2024-12-02 07:15:00,228.24,228.5,227.77,227.92,12427.067
2024-12-02 07:20:00,227.92,228.33,226.85,227.12,29515.226
2024-12-02 07:25:00,227.12,228.0,226.88,228.0,17967.762
2024-12-02 07:30:00,227.99,228.69,227.75,227.89,15929.75
2024-12-02 07:35:00,227.88,228.24,227.37,228.16,22874.813
2024-12-02 07:40:00,228.16,228.81,227.94,228.42,15472.361
2024-12-02 07:45:00,228.41,228.92,228.37,228.81,11148.273
2024-12-02 07:50:00,228.81,229.18,228.44,228.65,17612.302
2024-12-02 07:55:00,228.65,228.85,228.48,228.62,7919.713
2024-12-02 08:00:00,228.62,228.62,227.74,228.0,21951.697
